Date,Time,Roll,Pitch,Yaw
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.0664,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.2422,357.8906
25/7/2025,8:17:21,352.3535,358.2422,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.2422,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.2422,357.8906
25/7/2025,8:17:21,352.3535,358.2422,357.8906
25/7/2025,8:17:21,352.3535,358.2422,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:21,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:22,352.3535,358.2422,357.8906
25/7/2025,8:17:22,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.2422,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.0664,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:23,352.3535,358.0664,357.8906
25/7/2025,8:17:23,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:24,352.3535,358.0664,357.8906
25/7/2025,8:17:24,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.0664,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.0664,357.8906
25/7/2025,8:17:25,352.3535,358.0664,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.0664,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.1543,357.8906
25/7/2025,8:17:25,352.3535,358.0664,357.8906
25/7/2025,8:17:25,352.4414,358.1543,357.8906
25/7/2025,8:17:25,352.4414,358.0664,357.8906
25/7/2025,8:17:25,352.4414,357.8906,357.8906
25/7/2025,8:17:25,352.4414,357.5391,357.8906
25/7/2025,8:17:25,352.3535,357.4512,357.8906
25/7/2025,8:17:25,352.3535,357.0117,357.8906
25/7/2025,8:17:25,352.3535,356.5723,357.8906
25/7/2025,8:17:25,352.3535,356.3086,357.8906
25/7/2025,8:17:25,352.3535,355.6934,357.8906
25/7/2025,8:17:25,352.3535,355.0781,357.8906
25/7/2025,8:17:25,352.3535,354.7266,357.8906
25/7/2025,8:17:25,352.3535,353.9356,357.8906
25/7/2025,8:17:25,352.3535,353.4961,357.8906
25/7/2025,8:17:25,352.3535,352.7051,357.8906
25/7/2025,8:17:25,352.3535,351.7383,357.8906
25/7/2025,8:17:25,352.3535,350.7715,357.8906
25/7/2025,8:17:25,352.3535,350.332,357.8906
25/7/2025,8:17:25,352.3535,349.3652,357.8906
25/7/2025,8:17:25,352.3535,348.3984,357.8906
25/7/2025,8:17:25,352.3535,347.959,357.8906
25/7/2025,8:17:25,352.3535,346.9043,357.8906
25/7/2025,8:17:25,352.3535,346.0254,357.8906
25/7/2025,8:17:25,352.3535,345.4981,357.8906
25/7/2025,8:17:25,352.3535,344.5313,357.8906
25/7/2025,8:17:25,352.3535,343.5645,357.9785
25/7/2025,8:17:25,352.3535,343.125,357.9785
25/7/2025,8:17:25,352.3535,342.1582,357.9785
25/7/2025,8:17:25,352.3535,341.2793,357.9785
25/7/2025,8:17:25,352.3535,340.8399,357.9785
25/7/2025,8:17:25,352.3535,339.8731,357.9785
25/7/2025,8:17:25,352.3535,338.9942,357.9785
25/7/2025,8:17:25,352.3535,338.5547,357.9785
25/7/2025,8:17:25,352.3535,337.5879,357.9785
25/7/2025,8:17:25,352.3535,336.7969,357.9785
25/7/2025,8:17:25,352.4414,336.3574,357.9785
25/7/2025,8:17:25,352.4414,335.4785,357.9785
25/7/2025,8:17:25,352.4414,334.6875,357.9785
25/7/2025,8:17:25,352.4414,334.2481,357.9785
25/7/2025,8:17:25,352.4414,333.3692,357.9785
25/7/2025,8:17:25,352.4414,332.5781,357.9785
25/7/2025,8:17:25,352.4414,332.2266,357.9785
25/7/2025,8:17:25,352.4414,331.4356,357.9785
25/7/2025,8:17:25,352.4414,330.5567,357.9785
25/7/2025,8:17:25,352.4414,330.2051,357.9785
25/7/2025,8:17:25,352.4414,329.4141,357.9785
25/7/2025,8:17:25,352.4414,328.7109,357.9785
25/7/2025,8:17:26,352.4414,328.3594,357.9785
25/7/2025,8:17:26,352.4414,327.5684,357.9785
25/7/2025,8:17:26,352.4414,327.2168,357.9785
25/7/2025,8:17:26,352.4414,326.6016,357.9785
25/7/2025,8:17:26,352.4414,325.8106,357.9785
25/7/2025,8:17:26,352.4414,325.5469,357.9785
25/7/2025,8:17:26,352.4414,324.8438,357.9785
25/7/2025,8:17:26,352.4414,324.2285,357.9785
25/7/2025,8:17:26,352.4414,323.5254,357.9785
25/7/2025,8:17:26,352.4414,323.2617,357.9785
25/7/2025,8:17:26,352.4414,322.6465,357.9785
25/7/2025,8:17:26,352.4414,322.0313,357.9785
25/7/2025,8:17:26,352.4414,321.6797,357.9785
25/7/2025,8:17:26,352.4414,321.1524,357.9785
25/7/2025,8:17:26,352.4414,320.625,357.9785
25/7/2025,8:17:26,352.4414,320.3613,357.9785
25/7/2025,8:17:26,352.4414,319.834,357.9785
25/7/2025,8:17:26,352.4414,319.5703,357.9785
25/7/2025,8:17:26,352.4414,319.043,357.9785
25/7/2025,8:17:26,352.4414,318.5156,357.9785
25/7/2025,8:17:26,352.4414,318.3399,357.9785
25/7/2025,8:17:26,352.5293,317.9004,357.9785
25/7/2025,8:17:26,352.5293,317.4609,357.9785
25/7/2025,8:17:26,352.5293,317.1094,357.9785
25/7/2025,8:17:26,352.5293,316.7578,357.9785
25/7/2025,8:17:26,352.5293,316.3184,357.9785
25/7/2025,8:17:26,352.5293,316.2305,357.9785
25/7/2025,8:17:26,352.5293,315.8789,357.9785
25/7/2025,8:17:26,352.5293,315.5274,357.9785
25/7/2025,8:17:26,352.5293,315.1758,357.9785
25/7/2025,8:17:26,352.5293,315.0,357.9785
25/7/2025,8:17:26,352.5293,314.6484,357.9785
25/7/2025,8:17:26,352.5293,314.3848,357.9785
25/7/2025,8:17:26,352.5293,314.209,357.9785
25/7/2025,8:17:26,352.5293,313.9453,357.9785
25/7/2025,8:17:26,352.5293,313.6817,357.9785
25/7/2025,8:17:26,352.5293,313.5059,357.9785
25/7/2025,8:17:26,352.5293,313.3301,357.9785
25/7/2025,8:17:26,352.5293,313.1543,357.9785
25/7/2025,8:17:26,352.5293,313.0664,357.9785
25/7/2025,8:17:26,352.4414,312.8906,357.9785
25/7/2025,8:17:26,352.4414,312.7149,357.9785
25/7/2025,8:17:26,352.4414,312.7149,357.9785
25/7/2025,8:17:26,352.4414,312.5391,357.9785
25/7/2025,8:17:26,352.4414,312.4512,357.9785
25/7/2025,8:17:26,352.4414,312.3633,357.9785
25/7/2025,8:17:26,352.4414,312.3633,357.9785
25/7/2025,8:17:26,352.4414,312.2754,357.9785
25/7/2025,8:17:26,352.4414,312.2754,357.9785
25/7/2025,8:17:26,352.4414,312.1875,357.9785
25/7/2025,8:17:26,352.4414,312.2754,357.9785
25/7/2025,8:17:26,352.4414,312.2754,357.9785
